mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,duration,counts
1,melodic thrash,0.002604783005050505,0.3470074855699856,269334.0511363636,0.9282372835497836,0.0991777744011544,0.17653382034632034,-5.330594516594517,0.11226112914862917,138.23971464646462,0.3049202471139971,41.78138528138528,7,04:29,1
1,meme rap,0.2094597342127841,0.770350415594166,166939.78111593734,0.6280268902831405,0.048430367125268124,0.1851070412376664,-8.041638596632348,0.23579611754611765,120.67393840626345,0.5678630791505793,63.10920205920207,1,02:46,24
0,memphis hip hop,0.09645333001507757,0.7989108155140837,252318.42463633,0.7201889872286741,0.0006958724505224841,0.18092956500399332,-6.196835401706339,0.2108331273786535,129.64772265573657,0.6063633639413111,45.24457792665272,1,04:12,5
1,memphis soul,0.4178634985452957,0.5930709428881039,230545.1935772688,0.43933459033346905,0.12668536214533388,0.1885866276084338,-11.718282990329008,0.047307918041641785,119.47951955199184,0.649242921934421,29.433039650799646,0,03:50,2
1,merseybeat,0.4414989250364848,0.5264303181644931,167956.61118342436,0.5557170986985007,0.04148721489385894,0.1924291251660592,-9.998422044733458,0.05449364650503572,122.39002063680736,0.6743080663200208,34.00741916630009,7,02:47,5
1,metal,0.041349713480202506,0.3816297470451809,272370.4849279208,0.8598045715868577,0.20275801874043534,0.2307361405136077,-7.414029308537037,0.08606965897863271,127.04298800367752,0.3615827288380212,41.26673704771749,9,04:32,21
1,metalcore,0.08222418320462631,0.4219234952757617,226881.69076229125,0.8666248223144009,0.06053516455514424,0.2131097702256525,-5.2195860500123255,0.10842280469453776,127.96101127194721,0.3401488186550145,44.5172825076799,2,03:46,52
1,metropopolis,0.20114623899326325,0.5933224458884064,243803.31628195225,0.6723338812956163,0.11671978510406884,0.16589635626585889,-6.880694392597069,0.059554128274128815,123.8258472322668,0.4377484182482414,52.937154203603676,5,04:03,39
1,mexican hip hop,0.12322876804006452,0.7598989016212544,246855.0744673627,0.7040181291910704,0.007967183533587982,0.1708033559120618,-5.806679502588913,0.17067823614294206,113.04823728036669,0.7077462592309649,54.38395552160257,10,04:06,3
1,mexican indie,0.2418313862433862,0.6069719576719579,275357.8740740741,0.6278153439153438,0.03784973145502645,0.2122513227513228,-8.094631746031746,0.04585232804232805,127.78784232804232,0.4809354497354498,55.683597883597876,5,04:35,6
1,mexican pop,0.31845359483770985,0.6468872862307965,232802.4994740005,0.6344273140814541,0.008945099447993066,0.1885651448234741,-7.370806929405676,0.057880198064147924,126.3429516961812,0.5630584386284547,57.12792212313831,7,03:52,20
1,mexican rock,0.15247561544248253,0.5808428968102767,248647.1534272041,0.730020911662409,0.05669612168195541,0.19650539306799333,-7.590889412341887,0.06480198639021167,133.40298217555218,0.5860800875049036,55.39644959781992,9,04:08,7
1,mexican rock-and-roll,0.6266178852720279,0.5306795396867345,172169.4753465446,0.4702090444503817,0.03862288093685362,0.18860163836002505,-10.502688931070539,0.044159628657840864,116.05817102296123,0.6515638464006925,37.84513740458508,7,02:52,1
1,miami hip hop,0.15066558920065878,0.7268242233068339,220565.5272506352,0.6869106778739426,0.009380673380979448,0.2563823626636355,-7.315148296147455,0.17463852462570156,123.23670832181284,0.5414289288921846,52.80629432283871,1,03:40,18
1,miami indie,0.1472,0.6455,236582.5,0.5385,0.012445,0.0982,-9.217,0.04605,79.0175,0.7240000000000001,56.5,6,03:56,1
0,miami metal,0.003652120000000001,0.5398000000000001,212582.6,0.8654,0.04553440000000001,0.2244,-4.3214000000000015,0.058259999999999985,98.58700000000002,0.4572,53.8,10,03:32,1
1,michigan indie,0.22266666666666668,0.5876666666666667,246421.16666666663,0.8311666666666667,0.006873650000000001,0.13691666666666666,-7.602666666666665,0.08626666666666666,120.52716666666667,0.5423333333333334,43.5,0,04:06,1
1,microhouse,0.3385867210470086,0.5997091346153847,325101.94465811964,0.4527185363247864,0.5976947598717949,0.1280830128205128,-13.694359722222226,0.057139081196581176,118.01056089743588,0.310960544871795,43.41773504273504,7,05:25,4
1,middle earth,0.8682163107374059,0.2247184777306513,175944.32009656806,0.09557493249332376,0.2740881758318659,0.11328616712553015,-24.85322481004704,0.03588416052781705,91.17791179072522,0.2190342733834363,51.57742391546989,7,02:55,2
0,midwest americana,0.3105833333333334,0.463,238275.25,0.5284999999999999,0.0004300666666666667,0.24840000000000004,-5.93975,0.03551666666666666,111.11383333333332,0.3880833333333333,57.08333333333334,3,03:58,2
1,midwest emo,0.0631634883986928,0.5081895424836602,210977.18137254906,0.6868104575163398,0.15992159490196076,0.1789408496732026,-7.755866013071892,0.07276683006535947,131.59790686274508,0.4588143790849674,40.944444444444436,7,03:30,6
1,military cadence,0.8804615384615384,0.5701538461538462,251047.88461538465,0.3000884615384616,0.004398370769230769,0.3629115384615385,-10.382153846153848,0.04656538461538462,109.0326153846154,0.5108076923076923,33.80769230769231,7,04:11,1
1,military rap,0.23616444444444445,0.7438574074074076,220823.1851851852,0.6520092592592591,5.353333333333333e-07,0.2173722222222222,-7.544705555555558,0.0989974074074074,126.73853518518517,0.4844981481481481,53.96111111111111,9,03:40,2
1,milwaukee indie,0.5484229999999999,0.67075,207815.75,0.5522499999999999,0.088532,0.122125,-9.6305,0.0350125,96.68425,0.437875,55.625,8,03:27,1
1,minecraft,0.33472403603603584,0.5830108108108109,212478.69009009007,0.5453312792792793,0.3131112576576577,0.12027657657657655,-11.512717117117116,0.09831045045045043,117.9027243243243,0.37065261261261256,56.14054054054054,11,03:32,3
0,minimal melodic techno,0.0275,0.531,302980.0,0.898,0.8740000000000001,0.0976,-9.719,0.0322,123.00299999999999,0.0495,0.0,8,05:02,1
1,minimal tech house,0.2860466666666667,0.6121333333333333,279999.96666666673,0.6242666666666666,0.14695033333333338,0.17505,-7.486716666666666,0.12417,130.22983333333332,0.4742300000000001,54.0,6,04:39,1
1,minimal techno,0.44725511,0.62375,301598.4,0.50815,0.560241,0.126855,-11.96225,0.051105000000000005,125.68390000000002,0.31503000000000003,27.6,4,05:01,1
1,minneapolis indie,0.26746924162257485,0.5963051146384479,274549.4991181657,0.6475467372134038,0.14408327333333334,0.2186479717813052,-8.246335097001765,0.08401851851851852,136.0242222222222,0.5441139329805996,24.705467372134038,9,04:34,2
1,minneapolis metal,0.21505799166666667,0.5463333333333333,261287.0,0.8963333333333334,0.42543,0.16320000000000004,-7.539333333333331,0.14383333333333334,129.8825,0.3406666666666667,47.0,6,04:21,1
1,minneapolis punk,0.0007228341666666666,0.30875,168085.5,0.9306666666666666,0.15052743833333335,0.2548083333333333,-5.4623333333333335,0.14469166666666666,154.24016666666668,0.4610833333333333,41.583333333333336,6,02:48,1
1,minneapolis sound,0.20601144381981207,0.7130350407285072,323321.1474037484,0.5913799933874639,0.06310703482684334,0.16569065703712876,-11.001078205274103,0.05023699240555421,119.6229475125959,0.6817241743376288,38.057694817645825,11,05:23,1
1,minnesota hip hop,0.2281341553893637,0.7261715485517569,190896.6581048196,0.6848597014482433,0.005306204120963914,0.15849524127492876,-6.095778890669515,0.17862199964387468,117.76861203110164,0.550241245251662,53.7161680911681,11,03:10,6
1,mississippi hip hop,0.2528390448717949,0.7194294871794872,266361.3685897436,0.6836057692307691,0.005034081314102564,0.2354596153846153,-6.505814102564102,0.1502958333333333,113.09771153846157,0.4992432692307692,53.115384615384606,4,04:26,1
1,mississippi indie,0.3457333333333333,0.608,240846.33333333328,0.5553333333333333,0.0030518000000000003,0.13933333333333334,-9.090666666666666,0.091,114.632,0.3316666666666667,48.0,11,04:00,1
0,modern alternative pop,0.3314188461538461,0.5920371794871795,215405.42307692303,0.5289102564102565,0.014820156153846156,0.1322679487179487,-7.911833333333332,0.09593974358974358,105.92732051282051,0.4115474358974359,67.1025641025641,9,03:35,5
1,modern alternative rock,0.12321839297364552,0.554765399814269,231891.35840726428,0.7476364802971535,0.057057663962566875,0.1974293311457804,-6.035092319269888,0.07714249110249784,122.32729853659352,0.479644190900238,55.95066850186213,2,03:51,130
1,modern blues,0.32728085208758245,0.5478315744527988,308529.30029622995,0.5679436252221842,0.1318951681684288,0.2135859792576783,-9.675761035465348,0.04902716902797208,119.24065829667387,0.5681331838993193,40.652889990509735,9,05:08,10
1,modern blues rock,0.21006418700003696,0.5226724368224369,262489.0247453605,0.6798781282870566,0.10285629859393784,0.21417839512339512,-6.86518919407312,0.06578070144141575,117.84217486719628,0.4947425419157562,48.82319532319532,7,04:22,37
1,modern bollywood,0.4458013577753137,0.6377976529880375,289371.64448131225,0.5799900389079785,0.03403829260502659,0.1711504299394135,-8.594670976901613,0.08484800768523293,110.34618971933895,0.6304547078913149,43.99960323559226,7,04:49,4
1,modern country rock,0.20991538999565693,0.5684029994639364,217809.95246874465,0.6978694790151165,0.018621867098473285,0.1895072468508288,-6.042737226393705,0.054773395026777125,123.42444588808833,0.5464649556630117,51.486537301229,7,03:37,85
1,modern dream pop,0.24765465730994146,0.5171388888888888,243602.25292397663,0.6780043859649123,0.3914612137134503,0.14661008771929826,-7.113540935672513,0.035979093567251465,125.25475730994152,0.4797257309941521,53.94883040935673,2,04:03,11
1,modern folk rock,0.38731572350925936,0.6033406049382717,271526.9139814815,0.5788694135802468,0.07754946025030865,0.1781992101851852,-8.781113311728394,0.05663988981481481,119.26478686111106,0.5502482623456789,51.88553395061729,7,04:31,20
1,modern funk,0.25996807715760195,0.6573985271405601,300689.4733628441,0.6113642341996901,0.3400586546577076,0.16239281588186094,-9.33573234543769,0.05949870475361538,111.88376740376673,0.6650831624353754,40.9305581743531,0,05:00,6
1,modern hard rock,0.08407787700000002,0.5536479999999999,229278.54533333328,0.7246733333333333,0.008138149720000001,0.1900519333333333,-7.396834666666665,0.05606033333333334,114.51419666666663,0.5083166666666667,46.42066666666667,11,03:49,9
1,modern indie pop,0.5015710416666667,0.6122395833333333,199061.46875000003,0.4149760416666667,0.06512220041666665,0.26827343749999993,-10.808916666666667,0.15422083333333336,110.44918750000002,0.4697197916666668,71.31770833333333,1,03:19,14
1,modern jazz piano,0.7068142857142856,0.4693174603174603,356792.65079365077,0.18943492063492065,0.6365451025396826,0.15902539682539682,-21.16034920634921,0.05458730158730159,91.73942857142856,0.1982888888888889,49.07936507936508,3,05:56,1
1,modern jazz trio,0.7061666666666667,0.4843666666666666,296236.4333333333,0.2784466666666666,0.7957666666666666,0.14849666666666667,-16.87383333333333,0.05205333333333334,112.39813333333332,0.34804,47.53333333333333,0,04:56,1
1,modern old-time,0.4364974358974359,0.5310128205128205,227031.3589743589,0.614025641025641,2.526538461538461e-05,0.1975948717948718,-7.485384615384616,0.05744358974358976,139.2380641025641,0.7533846153846154,43.80769230769232,7,03:47,1
1,modern power pop,0.12739157502449466,0.4666735100100646,187564.11779620935,0.8098190139692241,0.14815293119189493,0.21876154637612624,-6.30122448039822,0.04710234136078675,128.12797978160958,0.5307926640353111,44.24953557180448,6,03:07,3
0,modern reggae,0.19635785255759508,0.7100995824566424,244604.2387631223,0.5846384214512954,0.00625979146504682,0.16080803033771546,-7.751943002926044,0.2124565191202792,118.04202417743944,0.6828320240900652,49.31428682242309,10,04:04,5
1,modern rock,0.16007833629051774,0.5424709730954331,234106.79931995145,0.7131998703294795,0.06833928888374709,0.19068131888868767,-6.495868613826024,0.06318310411649877,124.47297889674685,0.4848656846592057,53.40301013751398,7,03:54,249
0,modern salsa,0.3949145347495724,0.6561403110951984,291049.03172614076,0.6840359231411863,2.9608241238015666e-05,0.15588202450570873,-7.440757648088478,0.05467476031348212,112.29688978398376,0.8101927755897681,48.72333611807296,5,04:51,2
1,modern ska punk,0.10545290475946276,0.5349771721611721,200539.65452503046,0.8324280879120878,0.06557351214014652,0.25075241196581194,-5.337105592185592,0.09310788864468864,132.6639170866911,0.6706191233211233,42.196864468864476,11,03:20,2
